"C_HLEVEL";"C_FULLNAME";"C_NAME";"C_SYNONYM_CD";"C_VISUALATTRIBUTES";"C_TOTALNUM";"C_BASECODE";"C_METADATAXML";"C_FACTTABLECOLUMN";"C_TABLENAME";"C_COLUMNNAME";"C_COLUMNDATATYPE";"C_OPERATOR";"C_DIMCODE";"C_COMMENT";"C_TOOLTIP";"M_APPLIED_PATH";"UPDATE_DATE";"DOWNLOAD_DATE";"IMPORT_DATE";"SOURCESYSTEM_CD";"VALUETYPE_CD";"M_EXCLUSION_CD";"C_PATH";"C_SYMBOL";"HPDS_PATH"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\5197-9\";"Hepatitis B virus surface Ag [Presence] in Serum by Radioimmunoassay (RIA)";"";"";"";"LOINC:5197-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\5197-9\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum by Radioimmunoassay (RIA)";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Presence] in Serum by Radioimmunoassay (RIA)"
"5";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\58452-4\";"Hepatitis B virus surface Ag [Units/Volume] in Serum";"";"";"";"LOINC:58452-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP14306-2\LP54058-0\58452-4\";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\Hepatitis B virus\Hepatitis B virus surface Ag\Hepatitis B virus surface Ag [Units/Volume] in Serum"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\744-3\";"Monocytes/100 leukocytes by Manual count";"";"";"";"LOINC:744-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48349-2\744-3\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes/100 leukocytes by Manual count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Monocytes\Monocytes/100 leukocytes by Manual count"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\";"MCH";"";"";"";"LOINC:LP48918-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCH";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCH"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\28539-5\";"MCH";"";"";"";"LOINC:28539-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\28539-5\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCH\MCH";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCH\MCH"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\785-6\";"MCH by Automated count";"";"";"";"LOINC:785-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48918-4\785-6\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCH\MCH by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCH\MCH by Automated count"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\";"MCHC";"";"";"";"LOINC:LP48919-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCHC";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCHC"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\28540-3\";"MCHC";"";"";"";"LOINC:28540-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\28540-3\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCHC\MCHC";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCHC\MCHC"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\786-4\";"MCHC by Automated count";"";"";"";"LOINC:786-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP48919-2\786-4\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCHC\MCHC by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCHC\MCHC by Automated count"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\";"RBC Count";"";"";"";"LOINC:LP7536-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\RBC Count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\RBC Count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\789-8\";"RBC by Automated count";"";"";"";"LOINC:789-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\789-8\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\RBC Count\RBC by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\RBC Count\RBC by Automated count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\790-6\";"RBC by Manual count";"";"";"";"LOINC:790-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7536-8\790-6\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\RBC Count\RBC by Manual count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\RBC Count\RBC by Manual count"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\";"Platelet Count";"";"";"";"LOINC:LP7631-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Platelet Count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Platelet Count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\777-3\";"Platelet by Automated count";"";"";"";"LOINC:777-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\777-3\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Platelet Count\Platelet by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Platelet Count\Platelet by Automated count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\778-1\";"Platelet by Manual count";"";"";"";"LOINC:778-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7631-7\778-1\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Platelet Count\Platelet by Manual count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Platelet Count\Platelet by Manual count"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\";"WBC Count";"";"";"";"LOINC:LP7720-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\WBC Count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\WBC Count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\6690-2\";"WBC by Automated count";"";"";"";"LOINC:6690-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\6690-2\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\WBC Count\WBC by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\WBC Count\WBC by Automated count"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\804-5\";"WBC by Manual count";"";"";"";"LOINC:804-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP7720-8\804-5\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\WBC Count\WBC by Manual count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\WBC Count\WBC by Manual count"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\";"MCV";"";"";"";"LOINC:LP99254-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCV";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCV"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\30428-7\";"MCV";"";"";"";"LOINC:30428-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\30428-7\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCV\MCV";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCV\MCV"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\787-2\";"MCV by Automated count";"";"";"";"LOINC:787-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\787-2\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCV\MCV by Automated count";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\MCV\MCV by Automated count"
"2";"\ACT\Labs\LP32744-2\";"Urinalysis";"";"";"";"LOINC:LP32744-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP32744-2\";"";"\Lab Test Results\Urinalysis";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Urinalysis"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\2089-1\";"Cholesterol in LDL in Serum or Plasma";"";"";"";"LOINC:2089-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\2089-1\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\49132-4\";"Cholesterol in LDL in Serum or Plasma by Electrophoresis";"";"";"";"LOINC:49132-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\49132-4\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma by Electrophoresis";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma by Electrophoresis"
"4";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\";"Cholesterol in HDL";"";"";"";"LOINC:LP99408-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\18263-4\";"Cholesterol in HDL in Serum or Plasma ultracentrifugate";"";"";"";"LOINC:18263-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\18263-4\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL\Cholesterol in HDL in Serum or Plasma ultracentrifugate";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL\Cholesterol in HDL in Serum or Plasma ultracentrifugate"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\2085-9\";"Cholesterol in HDL in Serum or Plasma";"";"";"";"LOINC:2085-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\2085-9\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL\Cholesterol in HDL in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL\Cholesterol in HDL in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\49130-8\";"Cholesterol in HDL in Serum or Plasma by Electrophoresis";"";"";"";"LOINC:49130-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\49130-8\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL\Cholesterol in HDL in Serum or Plasma by Electrophoresis";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in HDL\Cholesterol in HDL in Serum or Plasma by Electrophoresis"
"3";"\ACT\Labs\LP40271-6\LP15838-3\";"Protein";"";"";"";"LOINC:LP15838-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\";"";"\Lab Test Results\Chemistry\Protein";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein"
"4";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\";"C reactive protein";"";"";"";"LOINC:LP41279-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\";"";"\Lab Test Results\Chemistry\Protein\C reactive protein";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\C reactive protein"
"5";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\1988-5\";"C reactive protein in Serum or Plasma";"";"";"";"LOINC:1988-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\1988-5\";"";"\Lab Test Results\Chemistry\Protein\C reactive protein\C reactive protein in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\C reactive protein\C reactive protein in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\30522-7\";"C reactive protein in Serum or Plasma by High sensitivity method";"";"";"";"LOINC:30522-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\30522-7\";"";"\Lab Test Results\Chemistry\Protein\C reactive protein\C reactive protein in Serum or Plasma by High sensitivity method";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\C reactive protein\C reactive protein in Serum or Plasma by High sensitivity method"
"5";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\71426-1\";"C reactive protein in Blood by High sensitivity method";"";"";"";"LOINC:71426-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP41279-8\71426-1\";"";"\Lab Test Results\Chemistry\Protein\C reactive protein\C reactive protein in Blood by High sensitivity method";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\C reactive protein\C reactive protein in Blood by High sensitivity method"
"4";"\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\";"Albumin";"";"";"";"LOINC:LP43038-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\";"";"\Lab Test Results\Chemistry\Protein\Albumin";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\Albumin"
"5";"\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\1751-7\";"Albumin in Serum or Plasma";"";"";"";"LOINC:1751-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\1751-7\";"";"\Lab Test Results\Chemistry\Protein\Albumin\Albumin in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\Albumin\Albumin in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\2862-1\";"Albumin in Serum or Plasma by Electrophoresis";"";"";"";"LOINC:2862-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP43038-6\2862-1\";"";"\Lab Test Results\Chemistry\Protein\Albumin\Albumin in Serum or Plasma by Electrophoresis";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\Albumin\Albumin in Serum or Plasma by Electrophoresis"
"4";"\ACT\Labs\LP40271-6\LP15838-3\LP69961-8\";"Protein";"";"";"";"LOINC:LP69961-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP69961-8\";"";"\Lab Test Results\Chemistry\Protein\Protein";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\Protein"
"5";"\ACT\Labs\LP40271-6\LP15838-3\LP69961-8\2885-2\";"Protein in Serum or Plasma";"";"";"";"LOINC:2885-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15838-3\LP69961-8\2885-2\";"";"\Lab Test Results\Chemistry\Protein\Protein\Protein in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Protein\Protein\Protein in Serum or Plasma"
"3";"\ACT\Labs\LP40271-6\LP19403-2\";"Electrolytes";"";"";"";"LOINC:LP19403-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\";"";"\Lab Test Results\Chemistry\Electrolytes";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes"
"4";"\ACT\Labs\LP40271-6\LP19403-2\LP41281-4\";"Creatinine";"";"";"";"LOINC:LP41281-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP41281-4\";"";"\Lab Test Results\Chemistry\Electrolytes\Creatinine";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Creatinine"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP41281-4\2160-0\";"Creatinine in Serum or Plasma";"";"";"";"LOINC:2160-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP41281-4\2160-0\";"";"\Lab Test Results\Chemistry\Electrolytes\Creatinine\Creatinine in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Creatinine\Creatinine in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP19403-2\LP41281-4\38483-4\";"Creatinine in Blood";"";"";"";"LOINC:38483-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP19403-2\LP41281-4\38483-4\";"";"\Lab Test Results\Chemistry\Electrolytes\Creatinine\Creatinine in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Electrolytes\Creatinine\Creatinine in Blood"
"3";"\ACT\Labs\LP32744-2\20454-5\";"Protein in Urine by Test strip";"";"";"";"LOINC:20454-5";"3+</Val><Val description="">1+</Val><Val description="">2+</Val><Val description="">3+</Val><Val description="">4+</Val><Val description="">CANNOT VOID</Val><Val description="">DONE AT BWH CLIN LABS; BOSTON</Val><Val description="">DONE BWH</Val><Val description=""NEGATIVE"">N</Val><Val description=""NEGATIVE"">NEG</Val><Val description="">NOT ORDERED</Val><Val description="">QNS TO CHECK</Val><Val description="">QNS TO CONFIRM</Val><Val description="">ROUTINES NOT PERFORMED</Val></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits></NormalUnits><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>'";"";"concept_dimension";"concept_cd";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP32744-2\20454-5\";"";"";"@";"";"";"";"ACT";"";"";""
"3";"\ACT\Labs\LP32744-2\21482-5\";"Protein [Mass/Volume] in 24 hour Urine";"";"";"";"LOINC:21482-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP32744-2\21482-5\";"";"\Lab Test Results\Urinalysis\Protein [Mass/Volume] in 24 hour Urine";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Urinalysis\Protein [Mass/Volume] in 24 hour Urine"
"3";"\ACT\Labs\LP32744-2\2888-6\";"Protein in Urine";"";"";"";"LOINC:2888-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP32744-2\2888-6\";"";"\Lab Test Results\Urinalysis\Protein in Urine";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Urinalysis\Protein in Urine"
"3";"\ACT\Labs\LP32744-2\2889-4\";"Protein [Mass/Time] in 24 hour Urine";"";"";"";"LOINC:2889-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP32744-2\2889-4\";"";"\Lab Test Results\Urinalysis\Protein [Mass/Time] in 24 hour Urine";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Urinalysis\Protein [Mass/Time] in 24 hour Urine"
"2";"\ACT\Labs\LP40271-6\";"Chemistry";"";"";"";"LOINC:LP40271-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\";"";"\Lab Test Results\Chemistry";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry"
"3";"\ACT\Labs\LP40271-6\LP15705-4\";"Lipids";"";"";"";"LOINC:LP15705-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\";"";"\Lab Test Results\Chemistry\Lipids";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids"
"4";"\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\";"Triglyceride";"";"";"";"LOINC:LP42275-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\";"";"\Lab Test Results\Chemistry\Lipids\Triglyceride";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Triglyceride"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\12951-0\";"Triglyceride in Serum or Plasma by calculation";"";"";"";"LOINC:12951-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\12951-0\";"";"\Lab Test Results\Chemistry\Lipids\Triglyceride\Triglyceride in Serum or Plasma by calculation";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Triglyceride\Triglyceride in Serum or Plasma by calculation"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\2571-8\";"Triglyceride in Serum or Plasma";"";"";"";"LOINC:2571-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\2571-8\";"";"\Lab Test Results\Chemistry\Lipids\Triglyceride\Triglyceride in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Triglyceride\Triglyceride in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\";"Cholesterol Total";"";"";"";"LOINC:LP43571-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol Total";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol Total"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\2093-3\";"Cholesterol total in Serum or Plasma";"";"";"";"LOINC:2093-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\2093-3\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol Total\Cholesterol total in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol Total\Cholesterol total in Serum or Plasma"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\48620-9\";"Cholesterol total in Serum or Plasma ultracentrifugate";"";"";"";"LOINC:48620-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\48620-9\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol Total\Cholesterol total in Serum or Plasma ultracentrifugate";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol Total\Cholesterol total in Serum or Plasma ultracentrifugate"
"4";"\ACT\Labs\LP40271-6\LP15705-4\LP44836-2\";"Cholesterol/HDL Ratio";"";"";"";"LOINC:LP44836-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP44836-2\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol/HDL Ratio";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol/HDL Ratio"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP44836-2\9830-1\";"Cholesterol/HDL Ratio in Serum or Plasma";"";"";"";"LOINC:9830-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP44836-2\9830-1\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol/HDL Ratio\Cholesterol/HDL Ratio in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol/HDL Ratio\Cholesterol/HDL Ratio in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP15705-4\LP52754-6\";"Cholesterol non HDL";"";"";"";"LOINC:LP52754-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP52754-6\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol non HDL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol non HDL"
